Indicator.,CountryCode,Country,Representativeness.,Representativeness name,Area covered,Date,Begin month,Begin year,End month,End year,Population,Gender,Age unit,Age from,Age to,Sample size,Indicator unit,Mean,Geo mean,Median,SD,SE,L95CI,U95CI,Deficiency cut-off,Deficiency prevalence,Insufficiency cut-off,Insufficiency prevalence,Sample collection method,Sample type,Fasting,Method of analysis,General data comments,Indicator comments,Survey methodology,Season,Old Reference no# 1,Reference no# 1,Reference 1,Link to reference 1,Old Reference no# 2,Reference no# 2,Reference 2,Link to reference 2,Old Reference no# 3,Reference no# 3,Reference 3,Link to reference 3,SurveyId,Survey status
25-Hydroxyvitamin D,IND,India,1st administration level,Orissa,both urban and rural,2018,2,2016,10,2018,School-age children,All,Year,5,9,630,,,,,,,,,<30 nmol/L,12.4,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Punjab,both urban and rural,2018,2,2016,10,2018,Adolescents,All,Year,10,19,476,,,,,,,,,<30 nmol/L,68,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Punjab,both urban and rural,2018,2,2016,10,2018,Preschool-age children,All,Year,1,4,379,,,,,,,,,<30 nmol/L,52.1,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Punjab,both urban and rural,2018,2,2016,10,2018,School-age children,All,Year,5,9,451,,,,,,,,,<30 nmol/L,76.1,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Rajasthan,both urban and rural,2018,2,2016,10,2018,Adolescents,All,Year,10,19,371,,,,,,,,,<30 nmol/L,25.8,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Rajasthan,both urban and rural,2018,2,2016,10,2018,Preschool-age children,All,Year,1,4,93,,,,,,,,,<30 nmol/L,25.2,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Rajasthan,both urban and rural,2018,2,2016,10,2018,School-age children,All,Year,5,9,331,,,,,,,,,<30 nmol/L,23.9,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Sikkim,both urban and rural,2018,2,2016,10,2018,Adolescents,All,Year,10,19,611,,,,,,,,,<30 nmol/L,18.8,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Sikkim,both urban and rural,2018,2,2016,10,2018,Preschool-age children,All,Year,1,4,584,,,,,,,,,<30 nmol/L,14.2,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Sikkim,both urban and rural,2018,2,2016,10,2018,School-age children,All,Year,5,9,575,,,,,,,,,<30 nmol/L,18.3,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Tamil Nadu,both urban and rural,2018,2,2016,10,2018,Adolescents,All,Year,10,19,510,,,,,,,,,<30 nmol/L,9.8,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Tamil Nadu,both urban and rural,2018,2,2016,10,2018,Preschool-age children,All,Year,1,4,423,,,,,,,,,<30 nmol/L,1.4,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Tamil Nadu,both urban and rural,2018,2,2016,10,2018,School-age children,All,Year,5,9,483,,,,,,,,,<30 nmol/L,5.4,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
25-Hydroxyvitamin D,IND,India,1st administration level,Telangana,both urban and rural,2018,2,2016,10,2018,Adolescents,All,Year,10,19,405,,,,,,,,,<30 nmol/L,8.8,,,Venipuncture,Blood serum,Fasting/first morning sample,Electro-chemiluminescence,Weighted sample size.,Serum 25(OH)D measured by antibody competitive immunoassay using direct chemiluminescence (Siemens Centaur). No mention of adjusting serum 25(OH)D values for smoking. The laboratory implemented internal and external quality assurance.,Nationally representative survey covering 30 states in India. Survey excluded pregnant adolescents. Response rates for the collection of biological specimens was 63–64%.,All seasons,,1307,"Ministry of Health and Family Welfare, Government of India, UNICEF, Population Council. Comprehensive National Nutrition Survey (CNNS) national report. New Delhi: Ministry of Health and Family Welfare; 2019.",https://www.popcouncil.org/uploads/pdfs/2019RH_CNNSreport.pdf,,,,,,,,,11095,verified
